AUTOR;DATA;NOME DO LOCAL;SOLO/ÁGUA;CARACTERÍSTICA LOCAL;STATUS AMBIENTAL;Latitude 1;Longitude 2;PONTO;TRATAMENTO;ESTADO DO SOLO;pH;TEMPERATURA;MATÉRIA ÔRGANICA;OD (mg/L);COND (µc/cm);OD (%);RÉPLICA;CÂMARA;CO2 flux (mg/m2/day)
Thiago Pereira ;15/08/2023;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.1;24.44;;7.58;428;93.4;3;ESCURA;29165.95
Thiago Pereira ;15/08/2023;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.49;26.74;;8.08;502;70.4;1;TRANSPARENTE;310990.79
Thiago Pereira ;15/08/2023;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.3;26.95;;6.97;505;89.5;2;TRANSPARENTE;135566.51
Thiago Pereira ;15/08/2023;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.29;26.88;;6.94;509;88.8;3;TRANSPARENTE;200119.12
Thiago Pereira ;15/08/2023;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.49;26.74;;8.08;502;70.4;1;ESCURA;136276.04
Thiago Pereira ;15/08/2023;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.3;26.95;;6.97;505;89.5;2;ESCURA;111215.43
Thiago Pereira ;15/08/2023;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.29;26.88;;6.94;509;88.8;3;ESCURA;128966.87
Thiago Pereira ;15/08/2023;DANILO;ÁGUA;PERCURSO;Natural;-16.08055556;-57.58138889;4;ÁGUA;Natural;7.96;26.8;;6.13;491;78.7;1;TRANSPARENTE;60129.78
Thiago Pereira ;15/08/2023;DANILO;ÁGUA;PERCURSO;Natural;-16.08055556;-57.58138889;4;ÁGUA;Natural;7.93;20.81;;8.71;492;111.6;2;TRANSPARENTE;65674.01
Thiago Pereira ;15/08/2023;DANILO;ÁGUA;PERCURSO;Natural;-16.08055556;-57.58138889;4;ÁGUA;Natural;7.94;20.82;;8.72;492;110.2;3;TRANSPARENTE;65115.60
Thiago Pereira ;15/08/2023;DANILO;ÁGUA;PERCURSO;Natural;-16.08055556;-57.58138889;4;ÁGUA;Natural;7.96;26.8;;6.13;491;78.7;1;ESCURA;78859.99
Thiago Pereira ;15/08/2023;DANILO;ÁGUA;PERCURSO;Natural;-16.08055556;-57.58138889;4;ÁGUA;Natural;7.93;20.81;;8.71;492;111.6;2;ESCURA;88917.01
Thiago Pereira ;15/08/2023;DANILO;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;7.94;20.82;;8.72;492;110.2;3;ESCURA;71491.70
Thiago Pereira ;15/08/2023;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.27;24.99;;83.2;473;2.7;1;TRANSPARENTE;7555.92
Thiago Pereira ;15/08/2023;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.36;25;;81.6;474;2.5;2;TRANSPARENTE;6660.19
Thiago Pereira ;15/08/2023;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.36;25.01;;99.6;474;2.6;3;TRANSPARENTE;8922.75
Thiago Pereira ;15/08/2023;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.27;24.99;;83.2;473;2.7;1;ESCURA;7612.31
Thiago Pereira ;15/08/2023;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.36;25;;81.6;474;2.5;2;ESCURA;6714.41
Thiago Pereira ;15/08/2023;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.36;25.01;;99.6;474;2.6;3;ESCURA;3796.88
Thiago Pereira ;15/08/2023;RIBEIRÃO ;ÁGUA;FOZ;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.03;23.28;;6.23;471;73.8;1;TRANSPARENTE;10948.30
Thiago Pereira ;15/08/2023;RIBEIRÃO ;ÁGUA;FOZ;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.2;23.29;;8.78;481;104.3;2;TRANSPARENTE;7392.24
Thiago Pereira ;15/08/2023;RIBEIRÃO ;ÁGUA;FOZ;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.22;23.3;;8.62;481;102.3;3;TRANSPARENTE;9874.08
Thiago Pereira ;15/08/2023;RIBEIRÃO ;ÁGUA;FOZ;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.03;23.28;;6.23;471;73.8;1;ESCURA;8796.01
Thiago Pereira ;15/08/2023;RIBEIRÃO ;ÁGUA;FOZ;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.2;23.29;;8.78;481;104.3;2;ESCURA;-5480.45
Thiago Pereira ;15/08/2023;RIBEIRÃO ;ÁGUA;FOZ;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.22;23.3;;8.62;481;102.3;3;ESCURA;10704.68
Josiane Carioca;01/08/2021;Córrego Fontes;ÁGUA;LEITO ABERTO;Antrópico;-16.0610318;-57.66494065;1;ÁGUA;Modificado;5.72;24.10;;0.60;78.60;8.30;1;Escura;2208.16
Josiane Carioca;01/08/2021;Córrego Fontes;ÁGUA;LEITO ABERTO;Antrópico;-16.0610318;-57.66494065;1;ÁGUA;Modificado;6.00;24.10;;0.70;85.70;12.40;2;Escura;3106.75
Josiane Carioca;01/08/2021;Córrego Fontes;ÁGUA;LEITO ABERTO;Antrópico;-16.0610318;-57.66494065;1;ÁGUA;Modificado;6.05;23.90;;0.80;86.70;13.60;3;Escura;3806.83
Josiane Carioca;01/08/2021;Córrego Fontes;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.0610318;-57.66494065;1;VEGETAÇÃO AQUÁTICA;Modificado;6.32;23.70;;1.10;86.40;19.60;1;Escura;5910.78
Josiane Carioca;01/08/2021;Córrego Fontes;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.0610318;-57.66494065;1;VEGETAÇÃO AQUÁTICA;Modificado;6.11;23.80;;1.70;86.40;22.50;2;Escura;6491.17
Josiane Carioca;01/08/2021;Córrego Fontes;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.0610318;-57.66494065;1;VEGETAÇÃO AQUÁTICA;Modificado;6.04;23.90;;1.00;86.40;15.40;3;Escura;5348.80
Josiane Carioca;01/08/2021;Córrego Fontes;ÁGUA;LEITO ABERTO;Antrópico;-16.0610318;-57.66494065;1;ÁGUA;Modificado;5.72;24.10;;0.60;78.60;8.30;1;TRANSPARENTE;1558.07
Josiane Carioca;01/08/2021;Córrego Fontes;ÁGUA;LEITO ABERTO;Antrópico;-16.0610318;-57.66494065;1;ÁGUA;Modificado;6.00;24.10;;0.70;85.70;12.40;2;TRANSPARENTE;3372.42
Josiane Carioca;01/08/2021;Córrego Fontes;ÁGUA;LEITO ABERTO;Antrópico;-16.0610318;-57.66494065;1;ÁGUA;Modificado;6.05;23.90;;0.80;86.70;13.60;3;TRANSPARENTE;5186.77
Josiane Carioca;01/08/2021;Córrego Fontes;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.0610318;-57.66494065;1;VEGETAÇÃO AQUÁTICA;Modificado;6.32;23.70;;1.10;86.40;19.60;1;TRANSPARENTE;4235.97
Josiane Carioca;01/08/2021;Córrego Fontes;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.0610318;-57.66494065;1;VEGETAÇÃO AQUÁTICA;Modificado;6.11;23.80;;1.70;86.40;22.50;2;TRANSPARENTE;3779.01
Josiane Carioca;01/08/2021;Córrego Fontes;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.0610318;-57.66494065;1;VEGETAÇÃO AQUÁTICA;Modificado;6.04;23.90;;1.00;86.40;15.40;3;TRANSPARENTE;2016.66
Josiane Carioca;01/08/2021;Córrego Sangradouro;ÁGUA;LEITO ABERTO;Antrópico;-16.07404276;-57.67562589;2;ÁGUA;Modificado;6.80;25.30;;0.30;405.00;7.20;1;Escura;6251.59
Josiane Carioca;01/08/2021;Córrego Sangradouro;ÁGUA;LEITO ABERTO;Antrópico;-16.07404276;-57.67562589;2;ÁGUA;Modificado;7.26;25.20;;0.40;408.00;7.90;2;Escura;5011.20
Josiane Carioca;01/08/2021;Córrego Sangradouro;ÁGUA;LEITO ABERTO;Antrópico;-16.07404276;-57.67562589;2;ÁGUA;Modificado;7.30;25.20;;0.60;427.00;11.00;3;Escura;3855.99
Josiane Carioca;01/08/2021;Córrego Sangradouro;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.07404276;-57.67562589;2;VEGETAÇÃO AQUÁTICA;Modificado;6.80;25.30;;0.30;405.00;7.20;1;Escura;7722.61
Josiane Carioca;01/08/2021;Córrego Sangradouro;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.07404276;-57.67562589;2;VEGETAÇÃO AQUÁTICA;Modificado;7.26;25.20;;0.40;408.00;7.90;2;Escura;13735.15
Josiane Carioca;01/08/2021;Córrego Sangradouro;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.07404276;-57.67562589;2;VEGETAÇÃO AQUÁTICA;Modificado;7.30;25.20;;0.60;427.00;11.00;3;Escura;11330.45
Josiane Carioca;01/08/2021;Córrego Sangradouro;ÁGUA;LEITO ABERTO;Antrópico;-16.07404276;-57.67562589;2;ÁGUA;Modificado;6.80;25.30;;0.30;405.00;7.20;1;TRANSPARENTE;4558.75
Josiane Carioca;01/08/2021;Córrego Sangradouro;ÁGUA;LEITO ABERTO;Antrópico;-16.07404276;-57.67562589;2;ÁGUA;Modificado;7.26;25.20;;0.40;408.00;7.90;2;TRANSPARENTE;4933.26
Josiane Carioca;01/08/2021;Córrego Sangradouro;ÁGUA;LEITO ABERTO;Antrópico;-16.07404276;-57.67562589;2;ÁGUA;Modificado;7.30;25.20;;0.60;427.00;11.00;3;TRANSPARENTE;5307.77
Josiane Carioca;01/08/2021;Córrego Sangradouro;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.07404276;-57.67562589;2;VEGETAÇÃO AQUÁTICA;Modificado;6.80;25.30;;0.30;405.00;7.20;1;TRANSPARENTE;-14689.23
Josiane Carioca;01/08/2021;Córrego Sangradouro;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.07404276;-57.67562589;2;VEGETAÇÃO AQUÁTICA;Modificado;7.26;25.20;;0.40;408.00;7.90;2;TRANSPARENTE;-8984.73
Josiane Carioca;01/08/2021;Córrego Sangradouro;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.07404276;-57.67562589;2;VEGETAÇÃO AQUÁTICA;Modificado;7.30;25.20;;0.60;427.00;11.00;3;TRANSPARENTE;-5260.18
Josiane Carioca;01/08/2021;Canal do Renato;ÁGUA;LEITO ABERTO;Antrópico;-16.08276826;-57.68859824;3;ÁGUA;Modificado;6.50;28.40;;0.30;418.00;5.00;1;Escura;10180.14
Josiane Carioca;01/08/2021;Canal do Renato;ÁGUA;LEITO ABERTO;Antrópico;-16.08276826;-57.68859824;3;ÁGUA;Modificado;6.71;28.40;;0.30;405.00;4.00;2;Escura;14213.02
Josiane Carioca;01/08/2021;Canal do Renato;ÁGUA;LEITO ABERTO;Antrópico;-16.08276826;-57.68859824;3;ÁGUA;Modificado;6.87;28.70;;0.30;408.00;5.20;3;Escura;12401.40
Josiane Carioca;01/08/2021;Canal do Renato;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.08276826;-57.68859824;3;VEGETAÇÃO AQUÁTICA;Modificado;6.50;28.40;;0.30;418.00;5.00;1;Escura;25363.44
Josiane Carioca;01/08/2021;Canal do Renato;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.08276826;-57.68859824;3;VEGETAÇÃO AQUÁTICA;Modificado;6.71;28.40;;0.30;405.00;4.00;2;Escura;19783.18
Josiane Carioca;01/08/2021;Canal do Renato;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.08276826;-57.68859824;3;VEGETAÇÃO AQUÁTICA;Modificado;6.87;28.70;;0.30;408.00;5.20;3;Escura;27093.54
Josiane Carioca;01/08/2021;Canal do Renato;ÁGUA;LEITO ABERTO;Antrópico;-16.08276826;-57.68859824;3;ÁGUA;Modificado;6.50;28.40;;0.30;418.00;5.00;1;TRANSPARENTE;6292.97
Josiane Carioca;01/08/2021;Canal do Renato;ÁGUA;LEITO ABERTO;Antrópico;-16.08276826;-57.68859824;3;ÁGUA;Modificado;6.71;28.40;;0.30;405.00;4.00;2;TRANSPARENTE;8138.97
Josiane Carioca;01/08/2021;Canal do Renato;ÁGUA;LEITO ABERTO;Antrópico;-16.08276826;-57.68859824;3;ÁGUA;Modificado;6.87;28.70;;0.30;408.00;5.20;3;TRANSPARENTE;16677.25
Josiane Carioca;01/08/2021;Canal do Renato;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.08276826;-57.68859824;3;VEGETAÇÃO AQUÁTICA;Modificado;6.50;28.40;;0.30;418.00;5.00;1;TRANSPARENTE;3428.75
Josiane Carioca;01/08/2021;Canal do Renato;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.08276826;-57.68859824;3;VEGETAÇÃO AQUÁTICA;Modificado;6.71;28.40;;0.30;405.00;4.00;2;TRANSPARENTE;3425.47
Josiane Carioca;01/08/2021;Canal do Renato;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.08276826;-57.68859824;3;VEGETAÇÃO AQUÁTICA;Modificado;6.87;28.70;;0.30;408.00;5.20;3;TRANSPARENTE;4535.63
Josiane Carioca;01/08/2021;Córrego do Junco;ÁGUA;LEITO ABERTO;Antrópico;-16.10030419;-57.71132834;4;ÁGUA;Modificado;6.69;26.60;;1.20;230.00;10.40;1;Escura;7594.14
Josiane Carioca;01/08/2021;Córrego do Junco;ÁGUA;LEITO ABERTO;Antrópico;-16.10030419;-57.71132834;4;ÁGUA;Modificado;6.61;26.30;;0.40;227.00;7.80;2;Escura;5069.62
Josiane Carioca;01/08/2021;Córrego do Junco;ÁGUA;LEITO ABERTO;Antrópico;-16.10030419;-57.71132834;4;ÁGUA;Modificado;6.72;26.30;;0.40;230.00;9.30;3;Escura;7628.90
Josiane Carioca;01/08/2021;Córrego do Junco;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.10030419;-57.71132834;4;VEGETAÇÃO AQUÁTICA;Modificado;6.69;26.60;;1.20;230.00;10.40;1;Escura;14817.94
Josiane Carioca;01/08/2021;Córrego do Junco;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.10030419;-57.71132834;4;VEGETAÇÃO AQUÁTICA;Modificado;6.61;26.30;;0.40;227.00;7.80;2;Escura;11974.60
Josiane Carioca;01/08/2021;Córrego do Junco;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.10030419;-57.71132834;4;VEGETAÇÃO AQUÁTICA;Modificado;6.72;26.30;;0.40;230.00;9.30;3;Escura;9339.88
Josiane Carioca;01/08/2021;Córrego do Junco;ÁGUA;LEITO ABERTO;Antrópico;-16.10030419;-57.71132834;4;ÁGUA;Modificado;6.69;26.60;;1.20;230.00;10.40;1;TRANSPARENTE;11161.77
Josiane Carioca;01/08/2021;Córrego do Junco;ÁGUA;LEITO ABERTO;Antrópico;-16.10030419;-57.71132834;4;ÁGUA;Modificado;6.61;26.30;;0.40;227.00;7.80;2;TRANSPARENTE;7421.94
Josiane Carioca;01/08/2021;Córrego do Junco;ÁGUA;LEITO ABERTO;Antrópico;-16.10030419;-57.71132834;4;ÁGUA;Modificado;6.72;26.30;;0.40;230.00;9.30;3;TRANSPARENTE;9933.73
Josiane Carioca;01/08/2021;Córrego do Junco;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.10030419;-57.71132834;4;VEGETAÇÃO AQUÁTICA;Modificado;6.69;26.60;;1.20;230.00;10.40;1;TRANSPARENTE;-8533.37
Josiane Carioca;01/08/2021;Córrego do Junco;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.10030419;-57.71132834;4;VEGETAÇÃO AQUÁTICA;Modificado;6.61;26.30;;0.40;227.00;7.80;2;TRANSPARENTE;-9220.16
Josiane Carioca;01/08/2021;Córrego do Junco;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.10030419;-57.71132834;4;VEGETAÇÃO AQUÁTICA;Modificado;6.72;26.30;;0.40;230.00;9.30;3;TRANSPARENTE;4440.55
Josiane Carioca;01/02/2022;Córrego Fontes;ÁGUA;LEITO ABERTO;Antrópico;-16.0610318;-57.66494065;1;ÁGUA;Modificado;6.52;28.60;;1.40;133.90;18.40;1;Escura;3378.15
Josiane Carioca;01/02/2022;Córrego Fontes;ÁGUA;LEITO ABERTO;Antrópico;-16.0610318;-57.66494065;1;ÁGUA;Modificado;6.34;28.60;;1.40;134.50;17.70;2;Escura;5301.57
Josiane Carioca;01/02/2022;Córrego Fontes;ÁGUA;LEITO ABERTO;Antrópico;-16.0610318;-57.66494065;1;ÁGUA;Modificado;6.30;28.60;;1.30;134.20;17.50;3;Escura;4333.73
Josiane Carioca;01/02/2022;Córrego Fontes;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.0610318;-57.66494065;1;VEGETAÇÃO AQUÁTICA;Modificado;6.32;28.70;;1.50;134.40;18.10;1;Escura;5962.99
Josiane Carioca;01/02/2022;Córrego Fontes;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.0610318;-57.66494065;1;VEGETAÇÃO AQUÁTICA;Modificado;6.35;28.70;;1.50;133.50;21.40;2;Escura;5761.14
Josiane Carioca;01/02/2022;Córrego Fontes;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.0610318;-57.66494065;1;VEGETAÇÃO AQUÁTICA;Modificado;6.44;28.70;;1.60;135.10;21.40;3;Escura;7429.06
Josiane Carioca;01/02/2022;Córrego Fontes;ÁGUA;LEITO ABERTO;Antrópico;-16.0610318;-57.66494065;1;ÁGUA;Modificado;6.52;28.60;;1.40;133.90;18.40;1;TRANSPARENTE;2181.14
Josiane Carioca;01/02/2022;Córrego Fontes;ÁGUA;LEITO ABERTO;Antrópico;-16.0610318;-57.66494065;1;ÁGUA;Modificado;6.34;28.60;;1.40;134.50;17.70;2;TRANSPARENTE;5763.41
Josiane Carioca;01/02/2022;Córrego Fontes;ÁGUA;LEITO ABERTO;Antrópico;-16.0610318;-57.66494065;1;ÁGUA;Modificado;6.30;28.60;;1.30;134.20;17.50;3;TRANSPARENTE;6624.97
Josiane Carioca;01/02/2022;Córrego Fontes;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.0610318;-57.66494065;1;VEGETAÇÃO AQUÁTICA;Modificado;6.32;28.70;;1.50;134.40;18.10;1;TRANSPARENTE;-7269.74
Josiane Carioca;01/02/2022;Córrego Fontes;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.0610318;-57.66494065;1;VEGETAÇÃO AQUÁTICA;Modificado;6.35;28.70;;1.50;133.50;21.40;2;TRANSPARENTE;-3869.36
Josiane Carioca;01/02/2022;Córrego Fontes;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.0610318;-57.66494065;1;VEGETAÇÃO AQUÁTICA;Modificado;6.44;28.70;;1.60;135.10;21.40;3;TRANSPARENTE;-10169.07
Josiane Carioca;01/02/2022;Córrego Sangradouro;ÁGUA;LEITO ABERTO;Antrópico;-16.0610318;-57.66494065;2;ÁGUA;Modificado;6.64;28.30;;2.10;110.90;27.90;1;Escura;6760.63
Josiane Carioca;01/02/2022;Córrego Sangradouro;ÁGUA;LEITO ABERTO;Antrópico;-16.07404276;-57.67562589;2;ÁGUA;Modificado;6.38;28.20;;2.20;110.20;26.50;2;Escura;5547.39
Josiane Carioca;01/02/2022;Córrego Sangradouro;ÁGUA;LEITO ABERTO;Antrópico;-16.07404276;-57.67562589;2;ÁGUA;Modificado;6.38;28.20;;2.30;110.30;26.90;3;Escura;5543.84
Josiane Carioca;01/02/2022;Córrego Sangradouro;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.07404276;-57.67562589;2;VEGETAÇÃO AQUÁTICA;Modificado;7.80;28.30;;2.00;111.60;33.50;1;Escura;28260.95
Josiane Carioca;01/02/2022;Córrego Sangradouro;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.07404276;-57.67562589;2;VEGETAÇÃO AQUÁTICA;Modificado;6.38;28.40;;2.00;110.90;25.30;2;Escura;5294.39
Josiane Carioca;01/02/2022;Córrego Sangradouro;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.07404276;-57.67562589;2;VEGETAÇÃO AQUÁTICA;Modificado;6.29;28.40;;2.20;110.70;26.30;3;Escura;4807.15
Josiane Carioca;01/02/2022;Córrego Sangradouro;ÁGUA;LEITO ABERTO;Antrópico;-16.07404276;-57.67562589;2;ÁGUA;Modificado;6.64;28.30;;2.10;110.90;27.90;1;TRANSPARENTE;2551.97
Josiane Carioca;01/02/2022;Córrego Sangradouro;ÁGUA;LEITO ABERTO;Antrópico;-16.07404276;-57.67562589;2;ÁGUA;Modificado;6.38;28.20;;2.20;110.20;26.50;2;TRANSPARENTE;3452.79
Josiane Carioca;01/02/2022;Córrego Sangradouro;ÁGUA;LEITO ABERTO;Antrópico;-16.07404276;-57.67562589;2;ÁGUA;Modificado;6.38;28.20;;2.30;110.30;26.90;3;TRANSPARENTE;7252.02
Josiane Carioca;01/02/2022;Córrego Sangradouro;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.07404276;-57.67562589;2;VEGETAÇÃO AQUÁTICA;Modificado;7.80;28.30;;2.00;111.60;33.50;1;TRANSPARENTE;5360.07
Josiane Carioca;01/02/2022;Córrego Sangradouro;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.07404276;-57.67562589;2;VEGETAÇÃO AQUÁTICA;Modificado;6.38;28.40;;2.00;110.90;25.30;2;TRANSPARENTE;7032.50
Josiane Carioca;01/02/2022;Córrego Sangradouro;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.07404276;-57.67562589;2;VEGETAÇÃO AQUÁTICA;Modificado;6.29;28.40;;2.20;110.70;26.30;3;TRANSPARENTE;6741.80
Josiane Carioca;01/02/2022;Canal do Renato;ÁGUA;LEITO ABERTO;Antrópico;-16.08276826;-57.68859824;3;ÁGUA;Modificado;7.06;30.20;;2.40;390.00;31.00;1;Escura;28022.38
Josiane Carioca;01/02/2022;Canal do Renato;ÁGUA;LEITO ABERTO;Antrópico;-16.08276826;-57.68859824;3;ÁGUA;Modificado;6.83;30.10;;2.30;375.00;30.30;2;Escura;23406.68
Josiane Carioca;01/02/2022;Canal do Renato;ÁGUA;LEITO ABERTO;Antrópico;-16.08276826;-57.68859824;3;ÁGUA;Modificado;6.88;29.90;;2.30;362.00;29.50;3;Escura;22970.89
Josiane Carioca;01/02/2022;Canal do Renato;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.08276826;-57.68859824;3;VEGETAÇÃO AQUÁTICA;Modificado;7.06;30.20;;2.40;390.00;31.00;1;Escura;17185.17
Josiane Carioca;01/02/2022;Canal do Renato;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.08276826;-57.68859824;3;VEGETAÇÃO AQUÁTICA;Modificado;6.83;30.10;;2.30;375.00;30.30;2;Escura;19069.05
Josiane Carioca;01/02/2022;Canal do Renato;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.08276826;-57.68859824;3;VEGETAÇÃO AQUÁTICA;Modificado;6.88;29.90;;2.30;362.00;29.50;3;Escura;23754.84
Josiane Carioca;01/02/2022;Canal do Renato;ÁGUA;LEITO ABERTO;Antrópico;-16.08276826;-57.68859824;3;ÁGUA;Modificado;7.06;30.20;;2.40;390.00;31.00;1;TRANSPARENTE;26227.32
Josiane Carioca;01/02/2022;Canal do Renato;ÁGUA;LEITO ABERTO;Antrópico;-16.08276826;-57.68859824;3;ÁGUA;Modificado;6.83;30.10;;2.30;375.00;30.30;2;TRANSPARENTE;22360.21
Josiane Carioca;01/02/2022;Canal do Renato;ÁGUA;LEITO ABERTO;Antrópico;-16.08276826;-57.68859824;3;ÁGUA;Modificado;6.88;29.90;;2.30;362.00;29.50;3;TRANSPARENTE;14988.27
Josiane Carioca;01/02/2022;Canal do Renato;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.08276826;-57.68859824;3;VEGETAÇÃO AQUÁTICA;Modificado;7.06;30.20;;2.40;390.00;31.00;1;TRANSPARENTE;7325.93
Josiane Carioca;01/02/2022;Canal do Renato;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.08276826;-57.68859824;3;VEGETAÇÃO AQUÁTICA;Modificado;6.83;30.10;;2.30;375.00;30.30;2;TRANSPARENTE;7856.14
Josiane Carioca;01/02/2022;Canal do Renato;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.08276826;-57.68859824;3;VEGETAÇÃO AQUÁTICA;Modificado;6.88;29.90;;2.30;362.00;29.50;3;TRANSPARENTE;8096.87
Josiane Carioca;01/02/2022;Córrego do Junco;ÁGUA;LEITO ABERTO;Antrópico;-16.10030419;-57.71132834;4;ÁGUA;Modificado;7.16;27.10;;2.40;171.00;30.80;1;Escura;7106.65
Josiane Carioca;01/02/2022;Córrego do Junco;ÁGUA;LEITO ABERTO;Antrópico;-16.10030419;-57.71132834;4;ÁGUA;Modificado;6.79;27.00;;2.30;171.00;34.90;2;Escura;5814.86
Josiane Carioca;01/02/2022;Córrego do Junco;ÁGUA;LEITO ABERTO;Antrópico;-16.10030419;-57.71132834;4;ÁGUA;Modificado;6.45;27.10;;1.90;170.90;25.40;3;Escura;7027.36
Josiane Carioca;01/02/2022;Córrego do Junco;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.10030419;-57.71132834;4;VEGETAÇÃO AQUÁTICA;Modificado;6.43;27.10;;1.80;171.40;24.50;1;Escura;5814.34
Josiane Carioca;01/02/2022;Córrego do Junco;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.10030419;-57.71132834;4;VEGETAÇÃO AQUÁTICA;Modificado;6.40;27.10;;1.80;170.50;24.10;2;Escura;5571.22
Josiane Carioca;01/02/2022;Córrego do Junco;ÁGUA;VEGETAÇÃO AQUÁTICA;Antrópico;-16.10030419;-57.71132834;4;VEGETAÇÃO AQUÁTICA;Modificado;6.42;27.00;;1.70;171.00;25.10;3;Escura;6053.92
Josiane Carioca;01/02/2022;Córrego do Junco;ÁGUA;LEITO ABERTO;Antrópico;-16.10030419;-57.71132834;4;ÁGUA;Modificado;7.16;27.10;;2.40;171.00;30.80;1;TRANSPARENTE;9578.77
Josiane Carioca;01/02/2022;Córrego do Junco;ÁGUA;LEITO ABERTO;Antrópico;-16.10030419;-57.71132834;4;ÁGUA;Modificado;6.79;27.00;;2.30;171.00;34.90;2;TRANSPARENTE;4940.12
